Store Name,Street Number,Street Name,Addl Address,City,State,Zip,County Name
Brooklyn Park Farmer's Market,8717,8717 Zane Ave N,parking lot of Zans's Sports Park,Minneapolis,MN,55443,HENNEPIN
Brookway Market Basket,835,Brookway Blvd,,Brookhaven,MS,39601,LINCOLN
Broome County Regional Farmers Market,840,Front St,,Binghamton,NY,13905,BROOME
Broomfield Farmers Market,1700,W 10th Ave,,Broomfield,CO,80020,BROOMFIELD
Brower Park Farmer's Market,123,Brooklyn Ave,,Brooklyn,NY,11213,KINGS
Brown Deer Farmers Market,9078,N Green Bay Rd,,Milwaukee,WI,53209,MILWAUKEE
Brownsburg Farmers Market,61,N Green St,,Brownsburg,IN,46112,HENDRICKS
Brownsville Farmer's Market,1,W University Blvd,,Brownsville,TX,78520,CAMERON
Brownsville Farmers Market,16911,Willow Glen Rd,,Brownsville,CA,95919,YUBA
Brunswick - Topsham Land Trust Farmers' Market,277,Pleasant Hill Rd,,Brunswick,ME,04011,CUMBERLAND
Brunswick Bazaar And Farmer's Market,10,F St,,Brunswick,GA,31520,GLYNN
Brunswick Farmers' Market,0,Maine Street And Park Row,On The Downtown Green/mall,Brunswick,ME,04011,CUMBERLAND
Brunswick Winter Market,14,Maine St,,Brunswick,ME,04011,CUMBERLAND
Buckroe Farmers Market,100,N First St,,Hampton,VA,23664,HAMPTON
Bucksport Bay Farmers Market,99,Main St,,Bucksport,ME,04416,HANCOCK
Buena Vista Farm,4975,US 220 N,PO Box 22,Old Fields,WV,26845,HARDY
Bur's Farm Market,4010,Riggsville Rd,,Cheboygan,MI,49721,CHEBOYGAN
Burbank Certified Farmers Market,292,E Orange Grove Ave,,Burbank,CA,91502,LOS ANGELES
Burger's Farm Market,371,Saint Johns Rd,,Drums,PA,18222,LUZERNE
Burien Farmers Market,400,Sw 152nd Street,,Burien,WA,98166,KING
Burke Area Farmers Market,402,E 7th St,,Burke,SD,57523,GREGORY
Burke Co School Nutrition Program Farmers Market,855,N Liberty St,,Waynesboro,GA,30830,BURKE
Burley Farmers Market,1101,Elba Ave,,Burley,ID,83318,CASSIA
Burley Farmers Market,East Pk,Main Street,,Burley,ID,83318,CASSIA
Burlingame Farmers Market,1236,Broadway,,Burlingame,CA,94010,SAN MATEO
"Burlington Farmers Market, Inc.",355,S Pine St,,Burlington,WI,53105,RACINE
BURLINGTON FARMERS MKT,345,Pine Street,,Burlington,VT,05401,CHITTENDEN
Burney Farmers Market,37427,State Highway 299 E,,Burney,CA,96013,SHASTA
Burns Family Produce,10228,State Road 52,,Hudson,FL,34669,PASCO
Burrillville Farmers Market Association Inc.,75,Tinkham Ln,Stillwater Mill Pavillion,Harrisville,RI,02830,PROVIDENCE
Butte Farmers' Market,68,W Park St,,Butte,MT,59701,SILVER BOW
Butte Winter Farmers' Market,3100,Harrison Ave,,Butte,MT,59701,SILVER BOW
Bwfm In The Summer,2250,W Sunstone Dr,,Bloomington,IN,47403,MONROE
By The White House Freshfarm Market,800,"Vermont Ave, Nw",between H St NW & I St NW,Washington,DC,20420,DIST OF COLUMBIA
C & C Garden,1522,Linden Ave,,South Bend,IN,46628,ST JOSEPH
C Street City Market,321,E Commercial St,,Springfield,MO,65803,GREENE
C.r.o.p.s. Market,199,New Rd,,Linwood,NJ,08221,ATLANTIC
Cache Valley Gardners Market,199,N Main St,,Logan,UT,84321,CACHE
Cadillac Farmers Market,117,W Cass St,,Cadillac,MI,49601,WEXFORD
Cadott Farmers Market,1,Park Place Rd,,Cadott,WI,54727,CHIPPEWA
Cal City Farmers Market,8209,California City Blvd,,California City,CA,93505,KERN
Cal State Fullerton Cfm,800,N State College Blvd,,Fullerton,CA,92831,ORANGE
Cal State Northridge Cfm,18111,Nordhoff St,,Northridge,CA,91330,LOS ANGELES
Calabasas CFM,23504,Calabasas Rd,,Calabasas,CA,91302,LOS ANGELES
Calaverasgrown Certified Farmers Market,891,Mountain Ranch Rd,,San Andreas,CA,95249,CALAVERAS
Calaverasgrown Murphys Certified Farmers Market,505,Algiers St,,Murphys,CA,95247,CALAVERAS
Caledonia Farmers Market,110,E Marion St,,Caledonia,OH,43314,MARION
Caledonia Farmers Market,9957,Cherry Valley Ave SE,,Caledonia,MI,49316,KENT
Caledonia Farmers Market Association,,Pearl Street,,St. Johnsbury,VT,05819,CALEDONIA
Caliente Farmer's Market,390,Lincoln St,,Caliente,NV,89008,LINCOLN
California Avenue Farmers' Market,,California Avenue,,Palo Alto,CA,94306,SANTA CLARA
Callaghan Farmers Market,4412,Callaghan Rd,,San Antonio,TX,78228,BEXAR
Calmunity Farms Llc,39,Wuthering Dr,,Elmira,NY,14903,CHEMUNG
Camas Farmer's Market,616,Ne 4th Ave,Between Everett And Franklin On 4th Ave,Camas,WA,98607,CLARK
Cambria Farmers Market,1000,Main St,Veterans Hall Parking Lot,Cambria,CA,93428,SAN LUIS OBISPO
Cambrian Park Plaza Cfm,14900,Camden Ave,,San Jose,CA,95124,SANTA CLARA
Cambridge Farmer's Market,122,Buchanan St N,,Cambridge,MN,55008,ISANTI
"Camellia City Market, Inc.",333,Erlanger Ave,,Slidell,LA,70458,ST TAMMANY
Cameron Park Certified Farmers Market,3300,Coach Ln,,Cameron Park,CA,95682,EL DORADO
Cameron Park Farmers Market,450,King Street,,La Crosse,WI,54601,LACROSSE
Campbell Farmers' Market,,Campbell Avenue & 2nd Street,,Campbell,CA,95008,SANTA CLARA
Canaan Farmers And Artisans' Market,0,Routes 4 And 118,On The Common,Canaan,NH,03741,GRAFTON
Canal Market District And Enterprise Hub,36,E Canal St,,Newark,OH,43055,LICKING
Canal Village Farmers Market,127,W Center St,,Medina,NY,14103,ORLEANS
Canby Farmers Market,Park,3rd St W,,Canby,MN,56220,YELLOW MEDICINE
Candler Black Market,2321,Candler Rd,,Decatur,GA,30032,DEKALB
Candy Girl Chicks & Livestock,7811,Kansas Ave,,Dallas,TX,75241,DALLAS
Cane River Green Market,100,Rue Beauport,,Natchitoches,LA,71457,NATCHITOCHES
Cannon Beach Farmers Market,163,E Gower St,,Cannon Beach,OR,97110,CLATSOP
Cannon Valley Farmers' Market,1814,2nd Ave NW,,Faribault,MN,55021,RICE
Canoga Park Certified Farmers' Market,7248,Owensmouth Ave,,Canoga Park,CA,91303,LOS ANGELES
Canon City Farmers Market Association,211,N 3rd St,,Canon City,CO,81212,FREMONT
CANTON FARMER'S MARKET/Gardenshare,,VILLAGE GREEN,,CANTON,NY,13617,ST LAWRENCE
Canton Farmers Market,960,Washington St,,Canton,MA,02021,NORFOLK
Canton Farmers Market,330,Court Ave NW,,Canton,OH,44702,STARK
Canton Farmers Market,500,N Ridge Rd,,Canton,MI,48187,WAYNE
Canton Farmers' Market,300,Market Ave N,,Canton,OH,44702,STARK
Canyon Country Farmers Market,18410,Sierra Hwy,,Canyon Country,CA,91351,LOS ANGELES
Canyon Lake Certified Farmer's Market,31516,Railroad Canyon Rd,,Canyon Lake,CA,92587,RIVERSIDE
Canyonville Farmers Market,146,Chief Miwaleta Ln,,Canyonville,OR,97417,DOUGLAS
Cape Ann Farmers Market,0,Harbor Loop,,Gloucester,MA,01930,ESSEX
Cape Coral Farmers Market,918,SE 46th Ln,,Cape Coral,FL,33904,LEE
Capital City Farmers Market,133,State St,,Montpelier,VT,05602,WASHINGTON
Capital City Farmers Market,126,W Loockerman St,,Dover,DE,19904,KENT
Capital City Farmers Market,2304,Missouri Blvd,,Jefferson City,MO,65109,COLE
Capital City Public Market,827,W Main St,,Boise,ID,83702,ADA
Capital Farmer's Market,5441,162nd Ave NE,,Baldwin,ND,58521,BURLEIGH
Capital Hill Farmers Market,,E Denny Way,between Broadway and 10th Ave,Seattle,WA,98102,KING
Capitol Mall Cfm,6th,Capitol Mall,,Sacramento,CA,95814,SACRAMENTO
Capitol Market,800,Smith St,,Charleston,WV,25301,KANAWHA
Carbondale Community Farmers Market,1237,E Main St,,Carbondale,IL,62901,JACKSON
Carbondale Farmers Market,185,Fallbrook St,,Carbondale,PA,18407,LACKAWANNA
Carbondale Farmers' Market,362,Main St,,Carbondale,CO,81623,GARFIELD
Carbondale Farmers' Market,4th,Main Street,,Carbondale,CO,81623,GARFIELD
Caring Acres Farm,1103,Sky King Dr,,Lewisburg,WV,24901,GREENBRIER
Carlton County Farmers' Market,Grand St,& Hwy 210,,Carlton,MN,55718,CARLTON
Carlton County Farmers' Market,904,Highway 33 S,,Cloquet,MN,55720,CARLTON
Carmel By The Sea Farmers Market,1,6th,,Carmel,CA,93923,MONTEREY
Carmichael Farmers' Market,5750,Grant Ave,,Carmichael,CA,95608,SACRAMENTO
Carnegie Farmers Market,111,E Main St,,Carnegie,PA,15106,ALLEGHENY
Caro Farmers Market,238,S State St,,Caro,MI,48723,TUSCOLA
Carolina Fresh Market & More,6619,Highway 29 N,,Pelzer,SC,29669,ANDERSON
Carousel Park Farmers Market,3700,Limestone Rd,,Wilmington,DE,19808,NEW CASTLE
Carson Farmers Market,411,W Caroline St,,Carson City,NV,89703,CARSON CITY
Carson Farmers Market,18600,S Figueroa St,,Gardena,CA,90248,LOS ANGELES
Cartersville Farm & Art Market,2168,Cartersville Rd,,Cartersville,VA,23027,CUMBERLAND
Cartersville Farmers Market,10,Public Square,,Cartersville,GA,30120,BARTOW
Cary Downtown Farmers Market,135,W Chatham St,,Cary,NC,27511,WAKE
Carytown Farmers Market,3201,Maplewood Ave,,Richmond,VA,23221,RICHMOND CITY
Cascades Farmers Market,21060,Whitfield Pl,,Sterling,VA,20165,LOUDOUN
Cashmere Community Farmers Market,402,Pioneer Ave,,Cashmere,WA,98815,CHELAN
Casper Farmers Market,900,Saint John St,,Casper,WY,82601,NATRONA
Castleberry Farmers Market,492,Larkin St SW,,Atlanta,GA,30313,FULTON
Castro Farmers' Market,288,Noe St,,San Francisco,CA,94114,SAN FRANCISCO
Castro Valley Farmers' Market,,Redwood Road,,Castro Valley,CA,94546,ALAMEDA
Catawba County Public Health Farmers Market,3070,11th Avenue Dr SE,,Hickory,NC,28602,CATAWBA
Catonsville Farmers Market,5820,Edmondson Ave,,Catonsville,MD,21228,BALTIMORE
Catskill Farmers Market,145,Water St,,Catskill,NY,12414,GREENE
Cave Junction Farmers Market,307,S Junction Ave,,Cave Junction,OR,97523,JOSEPHINE
Cave Spring Farmers Market,24,Broad St,,Cave Spring,GA,30124,FLOYD
Cedar City Year-round Farmer's Market,45,W Center St,,Cedar City,UT,84720,IRON
Cedar County Farmers Market-el Dorado Springs,1317,S. Hwy 32,,El Dorado Springs,MO,64744,CEDAR
Cedar Crest Farmers Market,12165,Nm-14,,Cedra Crest,NM,87008,BERNALILLO
Cedar Mill Farmers Market,13485,NW Cornell Rd,,Portland,OR,97229,WASHINGTON
Cedar Rapids Downtown Farmers Market,501,1st St SE,,Cedar Rapids,IA,52401,LINN
Center Fresh Farmers' Market,17,Springfield Street,,Chicopee,MA,01013,HAMPDEN
Center Street Farmers' Market,1401,Center St,,Des Moines,IA,50314,POLK
Central Avenue FM - Sust Econ Enterp of LA,4301,S Central Ave,,Los Angeles,CA,90011,LOS ANGELES
Central Falls Farmers Market,599,Dexter St,,Central Falls,RI,02863,PROVIDENCE
Central Farmers' Market Ebt Association,2200,8th St,,Sacramento,CA,95818,SACRAMENTO
Central Farms,109,Blenden Dr,,North Little Rock,AR,72117,PULASKI
Central Hillside Farmers Market,503,E 3rd St,,Duluth,MN,55805,ST LOUIS
Central Park Farmers Market,450,Broadway,,Hannibal,MO,63401,MARION
Central Square Farmers Market,,CENTRAL SQ,,CAMBRIDGE,MA,02139,MIDDLESEX
Centronia Family Share,1420,Columbia Rd NW,,Washington,DC,20009,DIST OF COLUMBIA
Century City Cfm,10100,Santa Monica Blvd,,Los Angeles,CA,90037,LOS ANGELES
Cerritos Farmers Market,17870,Park Plaza Dr,,Cerritos,CA,90703,LOS ANGELES
Certified Farmers Market Old Town La Quinta,78100,Main Street,,La Quinta,CA,92253,RIVERSIDE
Certified Farmers Market Palm Desert,72-559,US Highway 111,,Palm Desert,CA,92260,RIVERSIDE
Cesar Chavez Plaza CFM,910,I St,,Sacramento,CA,95814,SACRAMENTO
Cesar E. Chavez Farmers' Market,546,Rumsey St SW,,Grand Rapids,MI,49503,KENT
Champaign Farmers Market,100,W Univserity Ave,,Champaign,IL,61820,CHAMPAIGN
Champaign-urbana Winter Farmers Market,201,Lincoln Sq,,Urbana,IL,61801,CHAMPAIGN
Champlain Islands Farmers Market Inc,501,Route 2,Us,South Hero,VT,05486,GRAND ISLE
"Champlain Islands Farmers Market, Inc.",185,US Route 2,,Grand Isle,VT,05458,GRAND ISLE
Channel Islands CFM,3350,Harbor Blvd,,Oxnard,CA,93035,VENTURA
Chantilly Farmers Market,3640,Centreville Rd,,Chantilly,VA,20151,FAIRFAX
CHAPEL HILL-CARRBORO FARMERS MARKET INC,301,W Main St,,Carrboro,NC,27510,ORANGE
"Chappaqua Farmers Market, Inc.",108,Allen Place,,Chappaqua,NY,10514,WESTCHESTER
Chariton Farmers Market,916,Braden Ave,,Chariton,IA,50049,LUCAS
Charles Ilyes Family Inc,380,W Market St,,York,PA,17401,YORK
Charles River Farm,107,Elm St,,Franklin,MA,02038,NORFOLK
Charles Town Farmers Market,100,S Samuel St,,Charles Town,WV,25414,JEFFERSON
Charlevoix Farmer's Market,210,State St,,Charlevoix,MI,49720,CHARLEVOIX
Charlotte Artisan And Farmers Market,100,Lawrence,,Charlotte,MI,48813,EATON
Chavez Farm Stand,700,Parkside Pl NE,,Washington,DC,20019,DIST OF COLUMBIA
Chelmsford Market On The Common,4,North Rd,,Chelmsford,MA,01824,MIDDLESEX
Chelsea Farmers Market,305,S Main St,,Chelsea,MI,48118,WASHTENAW
Chelsea Farmers Market,296,Vt 110,,Chelsea,VT,05038,ORANGE
CHELSEA'S DOWN TO EARTH FARMERS MARKET,,23rd St,,New York,NY,10010,NEW YORK
CHERRY AVE FARMERS MARKET,4640,S Cherry Ave,,Fresno,CA,93706,FRESNO
"Cherry Street Farmers' Market, Inc.",1124,S Lewis Ave,,Tulsa,OK,74104,TULSA
Cherry Street FM Inc DBA Tulsa Farmers Mkt,1327,E 15th St,,Tulsa,OK,74120,TULSA
Cherry Street Local Farmers Market,000,South Cherry Street,,Troy,OH,45373,MIAMI
Chesapeake Farm Produce Stand,64,Highway 75,,Earle,AR,72331,CROSS
Chestertown Farmers Market,200,High St,,Chestertown,MD,21620,KENT
Cheverly Community Market,6401,Forest Rd,,Cheverly,MD,20785,PRINCE GEORGES
Chewelah Farmers Market,700,North Park Street,City Park,Chewelah,WA,99109,STEVENS
Chewelah Farmers Market,0000,Chewelah City Park,North Park Street,Chewelah,WA,99109,STEVENS
Chi Farms Farmers Market,3915,Oakland Ter,,Chattanooga,TN,37415,HAMILTON
Chico Saturday Market,,E 2nd St & Wall St,,Chico,CA,95928,BUTTE
Chico Wednesday,801,East Ave,,Chico,CA,95926,BUTTE
Chicopee Farmers Market,,Chicopee Street,parking lot Under Route 391 Overpass,Chicopee,MA,01013,HAMPDEN
Chilhowie Farmers Market,821,W Lee Hwy,,Chilhowie,VA,24319,SMYTH
Chillicothe Farmers Market Association,475,Western Ave,,Chillicothe,OH,45601,ROSS
Chimacum Farmers Market,9122,Rhody Dr,,Chimacum,WA,98325,JEFFERSON
Chowchilla's Farmers Market,600,W. Robertson Boulevard,Veteran's Memorial Park,Chowchilla,CA,93610,MADERA
Christiansburg Farmers' Market,,Hickok Street,,Christiansburg,VA,24073,MONTGOMERY
Church Green Farmers Market,76,Church Grn,,Taunton,MA,02780,BRISTOL
Church St Farmers Market,6730,Church St,,Douglasville,GA,30134,DOUGLAS
City Center Farmers Market,200,Sanborn St,,Florence,SC,29501,FLORENCE
City Greenville Saturday Market,206,S Main St,,Greenville,SC,29601,GREENVILLE
City Heights Farmers Market,4325,Wightman St,,San Diego,CA,92105,SAN DIEGO
City Heights Farmers Market,4440,Wightman St,,San Diego,CA,92105,SAN DIEGO
City Market,20,E 5th St,,Kansas City,MO,64106,JACKSON
CITY OF ALHAMBRA FARMERS MARKET,100,S 2nd St,,Alhambra,CA,91801,LOS ANGELES
City Of Dexter Farmers Market,3233,Alpine St,,Dexter,MI,48130,WASHTENAW
City of East Orange,44,City Hall Plz,,East Orange,NJ,07018,ESSEX
City of Elk River Farmers Market,1720,Main St NW,,Elk River,MN,55330,SHERBURNE
City Of Franklin Farmers Market,210,S Main St,,Franklin,VA,23851,FRANKLIN CITY
City Of Gaithersburg Farmer's Market,301,Main Street,,Gaithersburg,MD,20878,MONTGOMERY
City Of Gladstone Farmers Market,911,Delta Ave,,Gladstone,MI,49837,DELTA
City Of Grayling Farmers Market,2059,S I 75 Business Loop,,Grayling,MI,49738,CRAWFORD
City Of Groton Farmers Market At Washington Park,155,Meridian St,,Groton,CT,06340,NEW LONDON
City Of Kingsport Tennessee,308,Clinchfield St,,Kingsport,TN,37660,SULLIVAN
City of Loveland Farmers Market,700,Railroad Ave,,Loveland,CO,80537,LARIMER
City of Manitowoc Farmer's Market,720,Quay Street,,Manitowoc,WI,54220,MANITOWOC
City of Muskegon Farmers Market,242,W Western Ave,,Muskegon,MI,49440,MUSKEGON
City Of North Adams - Farmers Market,10,Saint Anthony Dr,,North Adams,MA,01247,BERKSHIRE
City Of Oakdale Farmers Market,1584,Hadley Ave N,,Saint Paul,MN,55128,WASHINGTON
City Of Palos Heights Farmers' Market,12217,S Harlem Ave,,Palos Heights,IL,60463,COOK
City of Rockledge Market,2560,S Fiske Blvd,,Rockledge,FL,32955,BREVARD
City Of St Clair Shores Farmers Market,24800,Jefferson Ave,,Saint Clair Shores,MI,48080,MACOMB
"City Of Texarkana, Texas Farmers' Market",305,Texas Blvd,,Texarkana,TX,75501,BOWIE
City Of Wilkes-barre Farmers Market,40,E Market St,,Wilkes Barre,PA,18711,LUZERNE
City Park Farmers Market,2551,E. Colfax Ave,,Denver,CO,80206,DENVER
Citycenterdc Freshfarm Market,900,10th St NW,,Washington,DC,20001,DIST OF COLUMBIA
Cityseed Downtown Farmers Market,145,Orange St,,New Haven,CT,06510,NEW HAVEN
Cityseed Edgewood Park Farmers Market,381,W Rock Ave,,New Haven,CT,06515,NEW HAVEN
Cityseed Q House Farmers Market,197,Dixwell Ave,,New Haven,CT,06511,NEW HAVEN
CitySeed Wooster Square Farmers Market,511,Chapel St,,New Haven,CT,06511,NEW HAVEN
Claremont Farmer's Market,14,North St,,Claremont,NH,03743,SULLIVAN
Claremont Farmers & Artisan's Market,207,Harvard Ave,,Claremont,CA,91711,LOS ANGELES
Clark Fork River Market,,Riverside Parking Lot,Caras Dr and Pattee St Intersection,Missoula,MT,59802,MISSOULA
Clark Park Community Garden Farmers Market,1780,S Roosevelt St,,Tempe,AZ,85281,MARICOPA
Clarkston Farmers Market,,Chestnut St,Beachview Park,Clarkston,WA,99403,ASOTIN
Clarksville Commons Farmers Market,12230,Clarksville Pike,,Clarksville,MD,21029,HOWARD
Clarksville Downtown Market,1,Public Sq,,Clarksville,TN,37040,MONTGOMERY
Clatskanie Farmers Market,11,Lillich Street,Copes Park,Clatskanie,OR,97016,COLUMBIA
Clear Lake Farmers Market,460,N Shore Dr,,Clear Lake,IA,50428,CERRO GORDO
Clearlake Certified Farmer's Market,14655,Lakeshore Dr,,Clearlake,CA,95422,LAKE
Clement Street Farmers Mkt/Ag Institute of Marin,,Clement St,,San Francisco,CA,94118,SAN FRANCISCO
Clifton Seafood,7175,Farm Loop Path SW,,Sunset Beach,NC,28468,BRUNSWICK
Clinch River Farmers Market,3032,Market Square,,St Paul,VA,24283,WISE
Clinton Bailey Farmers Market,1443,Clinton St,,Buffalo,NY,14206,ERIE
Clinton County Farmers Market,81,W Main St,,Wilmington,OH,45177,CLINTON
Clinton Farmers Market,245,N Main St,Ste 200,Clinton,TN,37716,ANDERSON
Clinton Farmers Market,21,W Park Row,,Clinton,NY,13323,ONEIDA
Clintonville Farmers' Market-Common Greens,,Dunedin & N High St,,Columbus,OH,43214,FRANKLIN
Cloverdale Tuesday Farmers Market,122,N Cloverdale Blvd,,Cloverdale,CA,95425,SONOMA
Clovis Farmers Market,3200,N Prince St,,Clovis,NM,88101,CURRY
CNY Regional Market Authority,2100,Park St,Ste 3,Syracuse,NY,13208,ONONDAGA
Co-op City Farmers Market,21,Asch Loop,,Bronx,NY,10475,BRONX
Coastside Farmers Market,498,Kelly Ave and Cabrillo Hwy,Shoreline Station,Half Moon Bay,CA,94019,SAN MATEO
Coastside Farmers' Market In Pescadero,281,Stage Road,,Pescadero,CA,94060,SAN MATEO
Coastside Farmers' Markets - In Pacifica,400,Old County Rd,,Pacifica,CA,94044,SAN MATEO
Cobb Community Farmers Market,15690,Bottle Rock Rd,,Cobb,CA,95426,LAKE
Cocoa Beach Market,3300,N Atlantic Ave,,Cocoa Beach,FL,32931,BREVARD
Coit Road Farmer's Market,15000,Woodworth Rd,,Cleveland,OH,44110,CUYAHOGA
Cold Spring Farmers' Market,1601,Route 9D,,Garrison,NY,10524,PUTNAM
Colfax Farmers Market,611,8th St,,Colfax,LA,71417,GRANT
Collective Goods Lower Price Hill Farmers Market,734,State Ave,,Cincinnati,OH,45204,HAMILTON
Collective Roots Local Market & Cafe,1102,Central Ave,,Anderson,IN,46016,MADISON
College Hill Farmers Market,805,W 22nd St,,Cedar Falls,IA,50613,BLACK HAWK
College Place Farmers And Artisan Market,801,SE Larch Avenue,Lions Park,College Place,WA,99324,WALLA WALLA
Colleton Museum and Farmers Market,506,E Washington St,,Walterboro,SC,29488,COLLETON
Collingswood Farmers' Market,713,Atlantic Ave,,Collingswood,NJ,08108,CAMDEN
Colorado Agricultural Marketing Cooperative Inc,1001,E Harmony Rd,,Fort Collins,CO,80525,LARIMER
Colorado Farm And Art Market,215,S Tejon St,,Colorado Springs,CO,80903,EL PASO
Columbia Basin Farmers Market and Crafts Bazaa,405,Dogwood St,,Moses Lake,WA,98837,GRANT
Columbia City Farmers Market,4801,Rainier Ave S,,Seattle,WA,98118,KING
Columbia Farmers Market,1769,W Ash St,,Columbia,MO,65203,BOONE
Columbia Heights Farm Share,3225,14th St Nw,,Washington,DC,20010,DIST OF COLUMBIA
Columbia Market,1420,Columbia Road Nw,,Washington,DC,20010,DIST OF COLUMBIA
Columbia Pike Farmers Market,2820,Columbia Pike,,Arlington,VA,22204,ARLINGTON
Columbus Farmer's Market,40,Courthouse St,,Columbus,NC,28722,POLK
Columbus Farmer's Markets,123,Washington St,,Columbus,IN,47201,BARTHOLOMEW
Columbus Farmers Market,202,N East Ave,,Columbus,KS,66725,CHEROKEE
Columbus Farmers Market,500,Brown St,,Columbus,IN,47201,BARTHOLOMEW
Columbus Public Health Farmers Market,240,Parsons Ave,,Columbus,OH,43215,FRANKLIN
Colusa Certified Farmers Market,,10th Street,,Colusa,CA,95932,COLUSA
Come Thru Market,831,Se Salmon St,,Portland,OR,97214,MULTNOMAH
Common Greens Farmers Market,80,Park Place,Pse&g Plaza,Newark,NJ,07102,ESSEX
Community Action of Laramie County,1920,Evans Ave,,Cheyenne,WY,82001,LARAMIE
Community Farmer's Market,0081,Penny Lane,,Millington,TN,38053,SHELBY
Community Farmers Market of Chehalis,60,NW Boistfort St,,Chehalis,WA,98532,LEWIS
"Community Farmers Market, Inc",2319,Nashville Rd,,Bowling Green,KY,42101,WARREN
Community Farmers Markets - Decatur,308,Clairemont Ave,,Decatur,GA,30030,DEKALB
"Community Food Bank, Inc",100,S Avenida del Convento,,Tucson,AZ,85745,PIMA
Community Foodworks Bristow Farmers Market,8301,Linton Hall Rd,,Bristow,VA,20136,PRINCE WILLIAM
Community Foodworks Uptown Farmers Market,5500,Colorado Ave NW,,Washington,DC,20011,DIST OF COLUMBIA
"Community Resources, Inc.",2309,Gihon Rd,,Parkersburg,WV,26101,WOOD
Companion Farms Certified Farmers Market,1333,Butte House Rd,,Yuba City,CA,95993,SUTTER
Compton Certified Farmers Market,101,E Palmer St,,Compton,CA,90220,LOS ANGELES
Compton College Farmers' Market,1111,E Artesia Blvd,,Compton,CA,90221,LOS ANGELES
Concord Farmers' Market,2100,Salvio St.,,Concord,CA,94520,CONTRA COSTA
Concordia Farmers Market,142,N Date,,Mesa,AZ,85201,MARICOPA
Coney Island Hospital Farmers Market,2607,Ocean Pkwy,,Brooklyn,NY,11235,KINGS
Connecticut Old State House Farmers Market,800,Main St,,Hartford,CT,06103,HARTFORD
Conscious Community Cafe & Co-op Farm To Market,2851,W Edmond Rd,,Edmond,OK,73012,OKLAHOMA
Contoocook Farmers Market,896,Main St,,Contoocook,NH,03229,MERRIMACK
